Emeka Okafor,4.0,1.0,.074,.054,-1.9,-1.9,0.1,0.0
Ben Gordon,3.5,4.4,.084,.086,-0.6,0.2,0.7,1.4
Devin Harris,2.7,3.7,.111,.139,1.1,0.6,0.9,0.8
Josh Childress,4.6,5.7,.093,.121,0.0,1.5,1.2,2.0
Luol Deng,3.0,6.5,.086,.120,0.6,0.9,1.1,1.9
Rafael Araujo,0.3,-0.8,.016,-0.066,-5.9,-7.5,-0.7,-0.8
Andre Iguodala,6.6,7.5,.118,.116,2.3,2.1,2.9,3.2
Luke Jackson,0.1,0.0,.085,-0.003,-6.7,-4.2,-0.1,-0.2
Kris Humphries,-0.3,0.2,-0.019,.019,-5.0,-4.8,-0.7,-0.4
Kirk Snyder,-0.2,2.2,-0.012,.082,-5.0,-0.5,-0.7,0.5
Jameer Nelson,2.5,4.9,.074,.132,-0.5,2.2,0.6,1.9
Delonte West,0.9,5.7,.090,.114,-0.6,1.9,0.2,2.4
Tony Allen,2.7,1.7,.103,.082,-0.1,-1.4,0.6,0.2
Kevin Martin,0.1,5.5,.016,.137,-5.0,0.1,-0.3,1.0
David Harrison,1.4,1.5,.090,.068,-1.3,-4.2,0.1,-0.6
